-0.10979807	0.0446705	-0.11442995	0.15693367	0.045433804	0.001309848	-0.033429764	0.00045963947	-0.023083886	0.036951855	0.18746233	0.029843593	-0.015588721	0.06910263	-0.11231821	-0.028555105
-0.20862599	0.47608712	0.27266335	-0.24965061	0.65912443	0.52241	-0.6951527	-0.7135295	-0.7960427	-0.07525501	-0.048250664	0.86286044	-0.29469317	0.5513101	0.08059017	-0.6307704
0.01077271	0.7706035	0.39884436	-0.6544181	-0.3725945	-0.1523057	0.2416223	0.11677812	0.28208187	-0.7205691	-0.45425946	-0.2019526	-0.73304695	0.7758954	0.69814384	0.40773275
0.15561825	-0.34873837	-0.12935033	0.05651105	0.050798282	0.02688202	0.11347679	0.13071342	0.05331294	0.23540287	-0.17096034	-0.1313965	0.35516515	-0.3811591	-0.13735782	0.11468456
1.0674404	-0.21663553	0.9812638	-0.52579516	0.12574165	-0.48655492	0.15126094	-0.19969398	0.58107793	0.089364864	-0.53146815	-0.6465051	-0.28616247	-0.20591334	0.27783173	0.20077312
0.10778921	1.0953435	0.5064465	-0.8384657	-1.0517887	-0.6834258	0.9145166	0.97736335	0.81720734	-1.1118968	-0.72939944	-0.81336737	-1.0145769	1.2182384	0.95118314	0.95471334
-0.53704613	0.38606608	-0.33321458	-0.05490195	0.23220167	0.39271104	-0.39420608	-0.20565063	-0.5534008	-0.16569436	0.09409393	0.5955238	0.00084273936	0.3940266	-0.015743047	-0.4113769
-0.116570935	0.33535394	0.14801449	0.28614017	0.105559886	-0.25868964	-0.28405824	-0.23841004	-0.065423526	-0.21710187	0.34328854	0.08425911	-0.38044187	0.39105904	-0.11033273	-0.27392554
0.65510523	-0.543881	-0.13226737	0.7033675	-0.9342597	-0.9221887	0.7540064	0.8229024	0.9590797	0.0675445	0.6342498	-0.93968284	0.032792702	-0.52945286	-0.26421022	0.792397
-0.25731984	0.0013271116	-0.36574954	0.369378	-0.46018112	-0.33482295	0.40925556	0.5039184	0.3296254	-0.1299207	0.3102983	-0.3390575	-0.07290785	-0.0019513756	-0.09859401	0.36408895
-1.1315664	0.6264907	-1.1619788	0.51019275	-0.6248776	0.652244	0.10257536	0.5133099	-0.7712189	-0.5305435	0.6092178	0.8872531	0.16901982	0.5582622	0.030364636	0.06296129
0.2703769	-0.09537204	0.32931733	0.43579233	0.22968657	-0.45056343	-0.23979071	-0.14840223	0.16530678	0.26711035	0.39018673	-0.16636737	-0.064751066	-0.102178395	-0.37743667	-0.30995187
1.2123219	-1.1251045	0.23986219	0.3761904	-0.002050343	-0.6201501	0.5753808	0.44097033	0.8668885	1.0851182	-0.23818387	-0.9625553	0.999522	-1.1905264	-0.7733828	0.46499154
-0.1923072	-0.19013222	-0.23647933	-0.23152635	0.5008785	0.6226258	-0.4880793	-0.3770818	-0.62467664	0.38213596	-0.27299017	0.6423978	0.4965969	-0.19141816	-0.26819706	-0.46455616
0.8719583	-0.5930965	0.98352754	-0.5312635	0.9151062	0.5448669	-0.76832193	-0.8795098	-0.6475085	0.6546705	-0.4736118	0.5581456	0.45654753	-0.47719985	-0.52881014	-0.8507952
0.7718444	-0.6625494	0.6770915	0.21398264	0.64056325	-0.1274762	-0.48992735	-0.46194458	-0.062156625	0.6820243	0.08886607	-0.021026382	0.33470112	-0.6204196	-0.62150365	-0.56914985
0.6386672	-0.44416934	0.42110136	-0.107634276	0.41013867	0.044073038	-0.21207745	-0.33141577	-0.011174263	0.51498055	-0.20920652	-0.018190917	0.28864557	-0.37582925	-0.29451713	-0.20195192
0.25768963	-0.03501282	0.3936654	-0.45195982	0.5005801	0.50247085	-0.40023726	-0.4934526	-0.4964461	0.18513739	-0.44882968	0.5059143	0.18567285	9.5740324e-05	-0.03283604	-0.3925776
-0.0739414	1.0393184	0.21311569	-1.2255557	-1.1700679	-0.16251998	1.0087509	1.131897	0.69830865	-1.1316392	-1.2935832	-0.593818	-0.9966303	1.1934497	1.1418574	1.051327
-0.023342336	-0.6698796	-0.4764579	-0.18907541	0.3793611	0.6910476	-0.29450667	-0.2237822	-0.580409	0.63482475	-0.49343997	0.5308223	0.85212487	-0.8105308	-0.58094394	-0.4169634
0.12792754	-0.35276654	-0.14291407	-0.23007137	-0.03716352	0.25180185	0.13270432	0.13255367	-0.007607005	0.27299854	-0.41833386	-0.0061858655	0.4967663	-0.44982898	0.017438106	0.1467201
0.1939108	0.67390823	0.37869692	0.35326368	-0.76335	-1.0391277	0.51733524	0.43955022	0.8353078	-0.8330015	0.56824803	-0.82212263	-0.9299863	0.6563719	0.43583158	0.5953117
-0.02636143	0.41763663	0.5328206	0.80655164	0.612274	-0.6420893	-0.5146884	-0.58980733	-0.25713164	0.2341427	0.6821537	0.32795784	-0.5968584	0.57316655	-0.7828727	-0.6360893
-0.5006508	0.6042798	-0.27819374	0.060080256	-0.1354991	0.11332836	-0.07906014	0.026349656	-0.30097076	-0.4433217	0.27201197	0.38297263	-0.413783	0.58042806	0.21221672	-0.08492591
0.486151	0.016946537	0.6597603	-0.02985467	0.29173404	-0.2482483	-0.19948931	-0.3658995	0.18052453	0.11775746	-0.011203082	-0.1506738	-0.2632849	0.048436403	-0.042553976	-0.12236903
0.39610496	-0.18993202	0.08260916	0.006031789	-0.46146458	-0.47356695	0.48992988	0.46209273	0.5427408	-0.061823983	-0.07008342	-0.5738735	0.0833857	-0.2528663	0.06423031	0.4910759
0.7400109	-0.5772093	0.6273279	-0.044735935	0.59943515	0.00012911877	-0.41026676	-0.41008446	-0.09676637	0.616325	-0.25826684	-0.11000385	0.406815	-0.51681405	-0.44373825	-0.41394195
-0.86372036	1.2388908	1.0941111	1.2837548	1.2173114	-1.4224378	-0.9807401	-1.0619618	-0.8831367	-0.0068853195	1.1349795	0.9508905	-1.1895413	1.1567702	-1.1457881	-1.0874549
0.8366274	-0.17104065	0.8386986	-0.3758489	0.11802176	-0.36447078	0.07484804	-0.21210372	0.4480165	0.14066775	-0.35407355	-0.43037263	-0.2103909	-0.15263203	0.21491611	0.16609211
0.31680793	0.05813293	0.45847744	-0.05288241	0.41620544	0.022438822	-0.31354484	-0.4082427	-0.1698606	0.07421321	-0.04954648	0.19331972	-0.1894996	0.15983163	-0.04669636	-0.37895662
0.471861	-0.43093833	0.08431171	0.39630678	-0.14040226	-0.5775142	0.3463106	0.33697757	0.5357476	0.3765431	0.22045602	-0.54855824	0.24182817	-0.45970708	-0.32580015	0.2643562
-0.41806784	0.1834189	0.40423527	1.2621592	0.6955514	-1.1390378	-0.66349536	-0.39109927	0.27241516	0.80665	1.1614854	-0.09481096	-0.6406541	0.2233146	-1.1081305	-0.80068874
1.0752023	-1.265669	-0.08095601	0.29604882	0.31652167	0.0441562	0.020622302	0.10717944	0.16365723	1.1917058	-0.31261516	-0.40423098	1.1726085	-1.3202442	-1.0411621	-0.11029555
0.500889	-0.60463494	0.111134015	0.64406264	0.14989847	-0.51648426	-0.022779936	0.032887463	0.42283237	0.57680064	0.4891342	-0.51802266	0.2886636	-0.6232009	-0.64889437	-0.13302022
0.5228163	-0.6152618	0.24220246	-0.8570581	0.53166664	0.8029197	-0.44073653	-0.54325086	-0.63518757	0.53710407	-0.8854048	0.5301952	0.7804989	-0.7062716	-0.15481889	-0.44854683
-0.18471001	-0.2197564	-0.40091324	0.57229424	-0.6644709	-0.5488172	0.58053386	0.56014246	0.53252816	-0.11566656	0.37847596	-0.56199765	0.052794624	-0.22312243	-0.13205384	0.56218326
